,name,overall_score,position_score,height,weight,pref_foot,birthdate,age,pref_pos,work_rate,weak_foot,skill_moves,wage,joined_club,contract_expires,Ball Control,Dribbling,Slide Tackle,Stand Tackle,Aggression,Reactions,Att. Position,Interceptions,Vision,Composure,Crossing,Short Pass,Long Pass,Acceleration,Stamina,Strength,Balance,Sprint Speed,Agility,Jumping,Heading,Shot Power,Finishing,Long Shots,Curve,FK Acc.,Penalties,Volleys,GK Positioning,GK Diving,GK Handling,GK Kicking,GK Reflexes,ball_skill_avg,mental_avg,passing_avg,physical_avg,shooting_avg,goalkeeper_avg
1417,Ivo Grbić,75,79,195.0,93.0,1,2207,28.0,258,8,3.0,1.0,31.0,227,1,21,15,12,13,27,71,9,15,42,33,14,35,32,34,27,73,24,28,30,64,11,56,9,7,20,13,19,8,73,76,71,74,76,18.0,32.833333333333336,27.0,40.0,17.875,74.0
1418,Ondřej Lingr,75,80,175.0,70.0,1,5644,25.0,438,0,3.0,3.0,16.0,325,1,76,76,48,49,84,70,81,49,72,75,69,72,69,79,78,78,87,78,84,90,79,75,75,74,66,68,68,68,10,14,5,11,12,76.0,71.83333333333333,70.0,82.0,71.625,10.4
1419,Kristijan Jakić,75,77,181.0,75.0,1,4254,27.0,110,6,3.0,2.0,29.5,1654,3,76,65,72,74,82,72,55,72,66,69,53,73,75,76,86,78,74,61,64,82,69,79,52,70,41,45,49,60,9,10,10,5,10,70.5,69.33333333333333,67.0,74.42857142857143,58.125,8.8
1420,Ansgar Knauff,75,81,180.0,73.0,1,2068,22.0,524,8,3.0,3.0,24.0,1419,4,76,80,44,48,54,72,71,52,71,65,71,75,58,88,72,55,76,84,79,67,48,66,64,62,68,43,41,61,14,8,13,13,7,78.0,64.16666666666667,68.0,74.42857142857143,56.625,11.0
1421,Gijs Smal,75,77,183.0,83.0,0,928,26.0,259,2,3.0,2.0,10.5,1008,1,75,73,71,72,66,73,68,66,70,69,83,77,76,76,76,77,62,70,52,71,59,68,57,68,77,69,54,40,7,9,5,13,7,74.0,68.66666666666667,78.66666666666667,69.14285714285714,61.5,8.2
1422,Hugo Ekitike,75,81,189.0,70.0,1,3316,22.0,656,8,3.0,3.0,49.0,1393,4,76,77,16,17,61,75,78,18,63,73,51,68,53,72,67,72,68,72,68,81,73,76,80,69,58,48,63,61,10,8,8,7,12,76.5,61.333333333333336,57.333333333333336,71.42857142857143,66.0,9.0
1423,Anton Stach,75,81,194.0,88.0,1,4800,25.0,197,0,5.0,2.0,22.0,1203,1,75,72,66,77,73,76,74,85,76,68,70,76,73,70,79,81,44,73,62,86,76,84,58,78,71,64,51,54,7,7,14,8,11,73.5,75.33333333333333,73.0,70.71428571428571,67.0,9.4
1424,Omar Marmoush,75,80,183.0,81.0,1,1990,25.0,676,1,3.0,4.0,31.0,1011,4,78,82,21,24,67,73,76,30,69,67,49,73,52,84,69,66,80,86,90,79,66,72,76,75,58,63,67,67,8,11,13,15,11,80.0,63.66666666666666,58.0,79.14285714285714,68.0,11.6
1425,Pablo Solari,75,84,181.0,77.0,1,3869,23.0,568,2,3.0,4.0,15.5,1087,3,74,76,21,23,56,72,77,18,71,66,73,69,55,90,72,70,70,83,82,73,60,73,76,70,57,65,65,66,14,11,8,13,6,75.0,60.0,65.66666666666667,77.14285714285714,66.5,10.4
1426,Facundo Farías,75,85,171.0,69.0,1,866,21.0,5,1,3.0,4.0,6.4,1182,3,80,83,37,43,72,72,73,29,68,80,64,73,70,91,71,69,91,82,90,74,63,82,69,69,69,49,74,71,6,6,13,6,13,81.5,65.66666666666667,69.0,81.14285714285714,68.25,8.8
1427,Armando Broja,75,83,191.0,75.0,1,5711,22.0,656,7,3.0,3.0,65.0,656,5,76,78,23,33,67,73,76,20,58,72,40,65,47,64,69,82,63,82,64,79,69,80,77,61,53,36,74,64,8,9,7,15,9,77.0,61.0,50.66666666666666,71.85714285714286,64.25,9.6
1428,Moisés Ramírez,75,82,185.0,68.0,1,6190,23.0,258,8,2.0,1.0,10.0,1006,0,18,9,12,12,20,72,8,14,35,35,13,35,16,35,29,57,44,29,41,58,14,52,8,7,11,12,13,6,74,74,73,69,75,13.5,30.666666666666668,21.33333333333333,41.85714285714285,15.375,73.0
1429,Alistair Johnston,75,81,180.0,77.0,1,5661,25.0,450,6,2.0,2.0,36.0,768,4,70,68,71,74,85,74,73,69,72,70,70,70,67,80,85,81,70,83,76,83,61,68,55,53,66,37,49,34,11,8,9,14,11,69.0,73.83333333333333,69.0,79.71428571428571,52.875,10.6
1430,Morato,75,83,192.0,89.0,0,3503,23.0,61,5,2.0,2.0,10.0,2020,4,65,61,73,75,83,75,29,72,49,75,34,65,62,66,68,88,43,68,41,80,76,55,32,28,26,27,44,39,6,12,12,12,6,63.0,63.833333333333336,53.66666666666666,64.85714285714286,40.875,9.6
1431,Santiago Hezze,75,83,182.0,77.0,1,5412,22.0,108,6,3.0,3.0,9.0,591,1,73,69,69,75,71,73,72,78,70,70,53,77,74,70,84,74,67,65,71,77,70,64,65,63,48,40,46,35,14,8,13,14,7,71.0,72.33333333333333,68.0,72.57142857142857,53.875,11.2
1432,Josh Doig,75,82,189.0,71.0,0,4330,22.0,390,0,4.0,3.0,16.0,1043,3,71,74,72,72,71,63,69,67,63,60,75,72,63,78,84,72,71,85,71,80,67,66,62,66,66,45,37,58,10,15,6,8,11,72.5,65.5,70.0,77.28571428571429,58.375,10.0
1433,Youssouf Ndayishimiye,75,80,183.0,79.0,1,5494,25.0,64,6,3.0,2.0,28.0,891,4,75,71,73,75,66,73,56,74,59,70,56,73,66,69,78,83,64,73,68,85,75,60,46,41,57,59,57,49,12,12,9,12,6,73.0,66.33333333333333,65.0,74.28571428571429,55.5,10.2
1434,Rodrigo Villagra,75,82,178.0,76.0,1,1625,23.0,108,8,3.0,2.0,12.0,326,2,73,72,74,76,76,70,59,73,62,66,58,75,74,69,76,70,67,65,63,69,56,68,38,49,52,46,54,45,8,11,6,7,14,72.5,67.66666666666667,69.0,68.42857142857143,51.0,9.2
1435,Artem Bondarenko,75,84,182.0,73.0,0,755,23.0,1,8,2.0,3.0,14.5,1007,2,77,80,58,64,59,74,69,63,75,65,44,76,69,73,65,60,51,76,69,71,62,74,69,73,40,58,65,50,8,13,14,11,14,78.5,67.5,63.0,66.42857142857143,61.375,12.0
1436,Kenneth Taylor,75,83,182.0,73.0,0,4294,22.0,194,8,5.0,3.0,11.0,1635,4,77,76,62,65,68,71,73,64,77,75,75,80,79,85,80,68,69,64,75,68,55,75,68,70,75,71,56,62,6,9,12,10,7,76.5,71.33333333333333,78.0,72.71428571428571,66.5,8.8
1437,Strahinja Pavlović,75,83,194.0,84.0,0,4450,23.0,61,6,3.0,2.0,14.5,1010,4,68,63,76,74,80,75,34,74,31,68,53,60,58,64,78,86,42,69,57,84,73,56,43,36,39,38,43,25,10,12,14,8,13,65.5,60.333333333333336,57.0,68.57142857142857,44.125,11.4
1438,Matheus Henrique,75,78,175.0,71.0,1,1208,26.0,177,8,4.0,3.0,16.0,1010,3,81,79,60,57,66,74,73,52,77,72,69,80,82,78,78,55,73,68,82,65,50,64,56,61,65,60,61,59,11,8,12,7,7,80.0,69.0,77.0,71.28571428571429,59.5,9.0
1440,Alexis Flips,75,79,173.0,68.0,1,2211,24.0,310,2,3.0,3.0,19.0,1009,1,74,77,44,49,59,75,74,46,74,70,71,75,70,73,68,61,77,72,71,66,53,69,72,69,70,64,65,60,7,10,10,6,10,75.5,66.33333333333333,72.0,69.71428571428571,65.25,8.6
1441,Jakub Kamiński,75,84,179.0,68.0,1,3538,22.0,420,2,3.0,3.0,31.0,1010,4,78,80,42,45,44,63,71,47,73,63,68,68,59,87,74,54,71,83,86,74,68,64,71,67,68,48,52,46,8,5,10,13,14,79.0,60.16666666666666,65.0,75.57142857142857,60.5,10.0
1442,Alan Velasco,75,84,167.0,63.0,1,2917,22.0,336,2,4.0,4.0,6.4,562,2,75,81,50,60,63,71,70,52,71,81,70,75,65,87,74,52,90,79,91,69,55,73,67,72,75,67,56,59,10,8,7,12,7,78.0,68.0,70.0,77.42857142857143,65.5,8.8
1443,Benjamín Rollheiser,75,81,171.0,76.0,0,3901,24.0,566,2,2.0,3.0,13.0,1356,2,75,78,40,42,62,70,74,33,70,75,60,76,69,84,79,54,81,83,83,71,62,76,74,75,71,71,70,71,12,5,7,14,7,76.5,64.0,68.33333333333333,76.42857142857143,71.25,9.0
1444,Thijs Dallinga,75,84,180.0,72.0,1,899,24.0,656,8,4.0,2.0,21.0,1010,3,72,69,23,24,42,74,81,21,72,76,49,72,57,71,76,70,65,74,53,79,74,75,79,68,58,43,69,67,10,11,6,15,13,70.5,61.0,59.333333333333336,69.71428571428571,66.625,11.0
1446,Milan van Ewijk,75,82,175.0,70.0,1,6169,23.0,592,2,2.0,3.0,31.0,1164,4,68,71,70,73,68,66,57,70,54,65,69,66,50,91,82,68,73,93,77,80,60,68,52,49,50,37,41,48,12,11,13,14,6,69.5,63.333333333333336,61.66666666666666,80.57142857142857,50.625,11.2
1447,Rayan Cherki,75,86,177.0,71.0,0,673,21.0,36,1,5.0,5.0,17.5,1238,2,79,87,15,23,57,70,70,22,76,77,70,73,68,72,54,67,84,66,83,57,28,76,64,68,77,73,61,57,8,7,14,6,8,83.0,62.0,70.33333333333333,69.0,63.0,8.6
1448,Shon Weissman,75,75,174.0,79.0,1,1620,28.0,656,2,4.0,3.0,20.5,1011,3,70,65,25,30,65,74,80,28,68,76,58,68,60,72,76,73,76,70,69,84,76,77,80,72,63,53,79,79,10,7,10,7,9,67.5,65.16666666666667,62.0,74.28571428571429,72.375,8.6
1449,Lukáš Kalvach,75,76,183.0,77.0,1,2761,29.0,108,6,3.0,2.0,15.0,1333,2,73,72,72,72,77,75,66,73,70,78,68,76,76,66,82,76,76,63,72,77,69,70,59,69,69,73,61,59,6,5,5,14,11,72.5,73.16666666666667,73.33333333333333,73.14285714285714,66.125,8.2
1450,Iago,75,78,181.0,67.0,0,3882,27.0,274,2,2.0,3.0,23.0,1007,1,73,73,76,71,72,71,67,71,67,74,74,73,69,77,75,67,75,82,76,76,67,65,58,56,68,35,46,39,12,7,8,15,13,73.0,70.33333333333333,72.0,75.42857142857143,54.25,11.0
1451,Josip Stanišić,75,81,187.0,77.0,1,209,24.0,451,5,4.0,2.0,36.0,28,3,69,65,74,77,69,72,43,73,44,55,65,73,60,70,70,74,64,84,66,83,76,48,39,32,57,23,37,29,9,11,6,10,12,67.0,59.333333333333336,66.0,73.0,42.625,9.6
1452,Sergio Camello,75,85,177.0,69.0,1,1555,23.0,656,8,4.0,4.0,40.0,1499,3,79,78,13,18,42,80,79,23,76,75,48,75,58,69,66,56,72,71,68,72,72,75,77,76,68,58,63,71,11,13,8,13,11,78.5,62.5,60.333333333333336,67.71428571428571,70.0,11.2
1453,Junior Dina Ebimbe,75,80,184.0,80.0,1,4916,23.0,519,8,3.0,3.0,28.0,1011,4,77,75,61,70,70,74,64,74,71,70,65,78,71,84,80,76,74,83,77,81,59,71,58,57,59,49,57,51,12,6,11,14,5,76.0,70.5,71.33333333333333,79.28571428571429,57.625,9.6
1454,Zakaria Aboukhlal,75,81,179.0,73.0,0,1699,24.0,623,2,5.0,4.0,21.0,1102,3,73,76,34,44,68,71,72,20,71,68,67,74,64,86,90,72,75,84,85,74,49,74,75,70,70,52,65,55,5,10,6,10,12,74.5,61.66666666666666,68.33333333333333,80.85714285714286,63.75,8.6
1455,Tomáš Čvančara,75,80,190.0,82.0,1,604,24.0,695,7,3.0,2.0,24.0,1052,5,75,73,19,20,73,75,79,17,64,70,67,69,62,74,68,83,58,77,68,82,76,72,75,67,62,60,72,71,8,10,15,12,13,74.0,63.0,66.0,72.85714285714286,69.375,11.6
1456,Enzo Díaz,75,76,175.0,74.0,0,1484,28.0,262,8,2.0,3.0,16.5,861,2,71,73,73,76,84,71,74,72,73,75,70,72,69,74,83,81,74,73,73,82,66,63,38,52,49,51,47,49,7,10,14,12,15,72.0,74.83333333333333,70.33333333333333,77.14285714285714,51.875,11.6
1457,Sekou Koita,75,83,173.0,67.0,0,5022,24.0,657,2,4.0,3.0,17.5,1007,1,73,76,27,37,73,76,75,32,74,73,63,73,66,92,75,72,91,93,91,83,60,75,74,73,70,58,71,73,8,8,11,11,7,74.5,67.16666666666667,67.33333333333333,85.28571428571429,69.25,9.0
1458,Bafodé Diakité,75,82,185.0,74.0,1,2534,23.0,468,6,3.0,2.0,22.5,321,3,73,68,74,73,69,72,58,74,57,66,66,72,61,71,78,73,65,80,69,77,68,62,32,34,52,36,48,39,13,7,10,8,5,70.5,66.0,66.33333333333333,73.28571428571429,46.375,8.6
1459,Hugo Guillamón,75,83,178.0,62.0,1,2476,24.0,99,3,4.0,2.0,23.0,1006,3,71,59,75,76,74,73,35,74,69,67,58,78,76,58,74,67,67,53,62,72,72,57,55,48,53,53,68,45,13,13,11,13,13,65.0,65.33333333333333,70.66666666666667,64.71428571428571,56.375,12.6
1460,Mykhailo Mudryk,75,85,175.0,61.0,1,2515,23.0,422,2,4.0,4.0,75.0,813,8,79,80,38,52,62,67,69,28,75,70,69,66,64,93,63,53,73,90,86,62,39,69,66,68,62,63,52,47,6,10,12,14,7,79.5,61.833333333333336,66.33333333333333,74.28571428571429,58.25,9.8
1461,Iván Jaime,75,83,180.0,75.0,1,6000,23.0,311,8,3.0,3.0,8.7,2036,2,79,78,48,52,44,73,73,53,72,73,68,73,70,76,68,68,65,73,70,74,60,73,73,77,70,65,67,68,11,9,14,10,6,78.5,64.66666666666667,70.33333333333333,70.57142857142857,69.125,10.0
1462,Pedro De la Vega,75,84,177.0,71.0,1,1992,23.0,524,2,3.0,4.0,13.0,1996,2,73,75,49,47,75,76,69,50,67,73,73,72,64,81,80,66,76,83,83,82,71,77,73,75,59,68,66,66,8,8,9,15,9,74.0,68.33333333333333,69.66666666666667,78.71428571428571,69.375,9.8
1463,Paulo Vítor,75,75,195.0,89.0,1,4905,35.0,258,8,3.0,1.0,15.5,1011,3,16,13,14,12,37,65,8,19,45,57,11,19,18,23,26,64,28,25,35,50,14,55,10,15,16,13,19,10,73,77,74,73,76,14.5,38.5,16.0,35.857142857142854,19.0,74.6
1464,Adama Traoré,75,75,177.0,74.0,0,3531,29.0,606,1,2.0,3.0,18.5,1010,2,74,76,18,14,39,73,73,22,66,73,70,66,57,86,68,63,74,88,78,74,55,67,80,65,52,41,58,58,9,5,7,9,7,75.0,57.66666666666666,64.33333333333333,75.85714285714286,59.5,7.4
1465,Marash Kumbulla,75,79,191.0,78.0,1,2008,24.0,61,8,3.0,2.0,39.0,1009,2,60,52,73,77,75,78,22,75,54,63,45,61,58,38,68,78,58,54,51,75,79,50,26,31,30,26,30,28,14,9,8,15,7,56.0,61.16666666666666,54.66666666666666,60.285714285714285,37.5,10.6
1466,Javi Sánchez,75,80,189.0,79.0,1,3705,27.0,61,8,4.0,2.0,10.5,1008,3,68,57,75,75,70,73,46,79,43,69,34,74,69,68,66,82,53,67,49,83,73,67,56,54,30,64,67,21,8,11,15,13,13,62.5,63.333333333333336,59.0,66.85714285714286,54.0,12.0
1467,Luis Javier Suárez,75,80,185.0,74.0,1,1227,26.0,676,2,4.0,3.0,25.0,1268,6,68,73,28,48,76,76,79,44,66,63,66,66,57,83,79,75,75,84,74,82,66,81,79,71,68,60,69,71,11,6,8,13,6,70.5,67.33333333333333,63.0,78.85714285714286,70.625,8.8
1468,Eric García,75,82,182.0,76.0,1,2587,23.0,63,8,3.0,2.0,75.0,1009,3,72,64,76,77,76,74,42,75,68,79,54,81,79,55,65,72,56,68,64,75,75,51,42,44,65,31,44,31,11,11,9,12,7,68.0,69.0,71.33333333333333,65.0,47.875,10.0
1469,Patrik Hrošovský,75,75,173.0,70.0,1,254,32.0,108,0,3.0,3.0,14.5,192,2,77,74,69,73,69,74,66,73,69,77,74,78,77,68,90,57,82,60,76,64,57,75,68,74,68,68,66,75,6,13,14,9,12,75.5,71.33333333333333,76.33333333333333,71.0,68.875,10.8
1470,Vinícius,75,75,190.0,83.0,0,3863,29.0,656,2,3.0,3.0,70.0,1973,2,76,72,25,33,81,75,77,41,65,80,51,71,47,65,69,83,44,75,66,80,70,83,77,68,65,48,71,73,7,15,13,13,6,74.0,69.83333333333333,56.333333333333336,68.85714285714286,69.375,10.8
1471,Ondřej Kolář,75,76,193.0,81.0,1,5309,29.0,258,8,3.0,1.0,13.0,865,4,31,19,14,12,16,66,5,11,51,70,13,40,41,40,25,71,24,50,30,65,11,59,7,8,13,14,15,6,77,75,74,79,75,25.0,36.5,31.33333333333333,43.57142857142857,16.625,76.0
1472,Marius Bülter,75,75,188.0,85.0,1,3990,31.0,362,2,3.0,3.0,30.0,1232,3,73,74,42,53,73,75,74,38,68,67,71,72,64,80,78,77,70,84,69,82,64,83,76,72,69,47,70,67,14,7,7,6,13,73.5,65.83333333333333,69.0,77.14285714285714,68.5,9.4
1473,Georgiy Bushchan,75,76,196.0,84.0,1,4573,30.0,258,8,3.0,1.0,13.0,999,3,15,14,11,10,24,77,6,10,35,36,12,23,29,24,18,73,24,32,35,61,10,60,5,8,13,11,13,7,72,76,65,80,78,14.5,31.33333333333333,21.33333333333333,38.142857142857146,15.875,74.2
1474,Vitaliy Mykolenko,75,79,180.0,71.0,0,4532,25.0,284,8,2.0,2.0,27.5,767,3,66,54,77,75,59,72,41,70,52,59,76,72,55,75,72,57,68,77,69,70,65,47,42,53,60,32,35,41,9,9,8,14,14,60.0,58.833333333333336,67.66666666666667,69.71428571428571,46.875,10.8
1475,Uroš Račić,75,79,193.0,81.0,1,3763,26.0,194,8,4.0,3.0,28.5,1006,1,78,73,76,78,73,74,71,74,72,73,70,78,76,60,71,88,61,67,62,84,75,80,68,78,70,59,72,66,14,11,12,9,7,75.5,72.83333333333333,74.66666666666667,70.42857142857143,71.0,10.6
1476,Jaka Bijol,75,82,190.0,85.0,1,1954,25.0,63,8,3.0,2.0,13.0,1051,4,65,60,73,75,70,70,53,72,66,70,50,75,74,62,72,84,51,67,53,86,80,71,57,53,47,47,53,55,10,13,7,12,13,62.5,66.83333333333333,66.33333333333333,67.85714285714286,57.875,11.0
1477,Deniz Undav,75,76,179.0,86.0,1,2762,28.0,657,7,5.0,3.0,70.0,369,158,77,73,29,37,72,74,80,18,77,79,67,72,62,66,66,74,70,67,68,74,66,79,80,76,74,66,74,79,11,9,12,9,13,75.0,66.66666666666667,67.0,69.28571428571429,74.25,10.8
1478,Daniel-Kofi Kyereh,75,76,179.0,73.0,1,4133,28.0,54,8,3.0,5.0,25.5,1010,3,78,82,17,15,44,74,74,24,71,65,58,72,60,88,78,58,86,74,90,74,59,71,77,67,60,60,52,69,10,5,8,5,11,80.0,58.66666666666666,63.333333333333336,78.28571428571429,64.375,7.8
1479,Nemanja Radonjić,75,76,185.0,76.0,1,1640,28.0,158,1,4.0,3.0,40.0,1011,2,72,77,23,30,43,74,71,22,75,68,66,70,66,89,64,65,66,88,76,72,49,77,75,75,68,54,57,74,13,7,9,14,6,74.5,58.833333333333336,67.33333333333333,74.28571428571429,66.125,9.8
1480,Enzo Loiodice,75,85,175.0,71.0,0,5010,23.0,194,6,3.0,3.0,16.5,205,2,79,77,71,72,74,68,63,67,79,69,43,79,76,64,81,58,82,67,72,63,58,73,58,78,67,69,58,39,6,14,9,5,15,78.0,70.0,66.0,69.57142857142857,62.5,9.8
1482,Anthony Gordon,75,84,183.0,72.0,1,1821,23.0,442,2,3.0,3.0,75.0,921,5,76,77,33,40,62,68,68,31,68,65,75,73,66,86,73,56,65,90,72,67,49,74,68,72,76,75,65,48,7,5,6,14,8,76.5,60.333333333333336,71.33333333333333,72.71428571428571,65.875,8.0
1483,Keito Nakamura,75,83,180.0,75.0,1,2933,24.0,304,2,3.0,4.0,19.0,167,2,75,76,35,41,61,69,73,41,72,73,69,73,67,77,81,70,70,75,77,71,52,76,75,74,75,70,59,69,8,7,13,15,7,75.5,64.83333333333333,69.66666666666667,74.42857142857143,68.75,10.0
1484,Maarten Vandevoordt,75,85,192.0,80.0,1,1861,22.0,258,8,3.0,1.0,7.6,1539,1,27,22,18,10,16,68,5,14,51,52,21,38,44,41,37,59,37,39,52,61,15,55,7,5,10,8,15,4,73,77,74,73,76,24.5,34.333333333333336,34.333333333333336,46.57142857142857,14.875,74.6
1485,Jordan Beyer,75,82,187.0,80.0,1,4346,24.0,61,2,3.0,2.0,33.0,1576,4,72,69,76,77,75,73,48,74,53,74,61,72,66,72,68,77,64,76,68,83,72,46,29,30,44,35,42,31,11,7,7,13,11,70.5,66.16666666666667,66.33333333333333,72.57142857142857,41.125,9.8
1486,Illan Meslier,75,82,196.0,74.0,0,3818,24.0,258,8,3.0,1.0,24.0,1132,3,35,20,19,17,27,72,8,19,61,65,18,50,50,37,40,53,25,40,42,56,15,53,11,17,12,10,11,9,71,76,74,71,79,27.5,42.0,39.333333333333336,41.85714285714285,17.25,74.2
1487,Rayan Aït-Nouri,75,82,180.0,70.0,0,3555,23.0,284,2,3.0,3.0,42.0,1257,3,78,79,73,74,65,70,67,71,67,69,75,71,66,81,74,59,73,80,75,73,62,62,51,48,72,58,42,48,14,15,11,8,12,78.5,68.16666666666667,70.66666666666667,73.57142857142857,55.375,12.0
1488,Igoh Ogbu,75,81,187.0,83.0,1,2008,24.0,61,8,2.0,2.0,13.0,842,3,65,55,72,78,77,68,36,69,52,58,42,64,69,77,73,88,71,81,73,91,74,45,40,34,40,30,33,34,7,9,7,9,12,60.0,60.0,58.333333333333336,79.14285714285714,41.25,8.8
1489,Tariq Lamptey,75,80,163.0,62.0,1,6090,23.0,487,2,3.0,2.0,49.0,941,2,71,77,75,73,75,73,55,71,59,73,76,72,62,90,61,35,95,81,85,60,54,48,47,36,60,35,40,32,5,15,13,12,13,74.0,67.66666666666667,70.0,72.42857142857143,44.0,11.6
1490,Jawad El Yamiq,75,75,193.0,80.0,1,1904,32.0,61,2,3.0,2.0,10.5,2042,1,61,60,71,75,74,74,60,77,37,68,38,66,72,84,74,84,56,87,68,92,75,67,40,52,36,32,41,30,10,15,12,10,8,60.5,65.0,58.66666666666666,77.85714285714286,46.625,11.0
1491,Viktor Gyökeres,75,80,187.0,86.0,1,3518,26.0,656,2,3.0,3.0,13.5,2150,347,76,78,16,25,76,73,75,28,64,72,61,68,52,74,84,89,77,85,70,85,68,73,75,69,70,59,63,68,14,10,13,11,8,77.0,64.66666666666667,60.333333333333336,80.57142857142857,68.125,11.2
1492,Mauro Júnior,75,80,171.0,62.0,0,4634,25.0,467,8,3.0,4.0,13.0,1343,2,79,79,65,69,76,72,72,70,75,71,75,76,72,83,82,35,81,84,90,53,58,68,62,69,75,74,68,65,13,7,14,6,8,79.0,72.66666666666667,74.33333333333333,72.57142857142857,67.375,9.6
1493,Patson Daka,75,79,183.0,71.0,1,5678,25.0,656,8,3.0,3.0,38.0,1009,3,77,75,16,28,63,78,77,20,53,69,51,66,61,87,73,68,72,88,79,80,64,75,78,70,65,54,75,76,5,8,6,9,11,76.0,60.0,59.333333333333336,78.14285714285714,69.625,7.8
1494,Joseph Paintsil,75,78,169.0,70.0,1,1532,26.0,524,2,3.0,3.0,15.0,1006,3,74,77,37,28,47,70,72,31,70,71,73,68,55,92,81,79,89,89,93,81,51,69,72,69,68,44,68,53,6,15,10,8,14,75.5,60.16666666666666,65.33333333333333,86.28571428571429,61.75,10.6
1495,Nahuel Tenaglia,75,76,181.0,70.0,1,1762,28.0,451,8,3.0,3.0,14.0,1005,0,70,72,74,71,82,73,64,76,68,76,68,70,61,71,84,77,78,71,74,84,74,47,37,51,45,40,40,39,8,12,7,9,8,71.0,73.16666666666667,66.33333333333333,77.0,46.625,8.8
1496,Callum Hudson-Odoi,75,80,182.0,76.0,1,5140,23.0,436,2,3.0,4.0,75.0,1218,1,78,80,45,51,51,67,69,44,72,72,75,74,69,86,65,58,78,71,83,70,53,67,70,66,76,71,55,59,15,14,13,11,5,79.0,62.5,72.66666666666667,73.0,64.625,11.6
1497,Matt O'Riley,75,83,187.0,77.0,0,4916,23.0,194,2,3.0,4.0,40.0,854,3,78,71,62,70,61,71,74,69,80,78,66,78,71,67,85,69,81,68,64,66,53,66,70,65,72,52,54,52,13,14,12,5,6,74.5,72.16666666666667,71.66666666666667,71.42857142857143,60.5,10.0
1498,Miguel Ángel Merentiel,75,76,175.0,70.0,1,1816,28.0,656,7,3.0,3.0,19.5,622,0,73,70,22,34,68,77,79,20,64,75,26,70,51,77,81,78,77,77,72,78,71,75,76,67,46,59,64,67,9,8,14,11,5,71.5,63.833333333333336,49.0,77.14285714285714,65.625,9.4
1499,Ozan Kabak,75,81,186.0,86.0,1,3921,24.0,61,2,3.0,2.0,24.0,1134,3,71,64,73,77,85,66,30,68,65,67,26,76,74,52,67,84,64,72,64,81,76,48,35,30,32,31,51,28,6,10,13,10,5,67.5,63.5,58.66666666666666,69.14285714285714,41.375,8.8
1500,Boubakary Soumaré,75,78,188.0,82.0,1,1876,25.0,108,8,3.0,3.0,31.0,1101,3,78,75,69,73,73,73,66,71,76,76,65,78,77,64,72,81,63,69,59,76,63,64,51,58,65,53,52,53,5,11,6,13,10,76.5,72.5,73.33333333333333,69.14285714285714,57.375,9.0
1501,Nicolas Raskin,75,84,178.0,74.0,1,1802,23.0,194,0,4.0,3.0,40.0,944,5,76,76,64,74,82,80,61,74,69,79,66,79,76,74,84,68,83,67,79,75,66,71,58,67,69,67,58,58,11,14,14,13,7,76.0,74.16666666666667,73.66666666666667,75.71428571428571,64.25,11.8
1502,Edon Zhegrova,75,80,181.0,66.0,0,4049,25.0,496,7,2.0,4.0,25.0,804,3,78,79,18,21,48,75,71,20,72,68,65,75,64,85,69,61,80,75,85,63,36,73,66,68,68,49,51,55,12,7,11,6,7,78.5,59.0,68.0,74.0,58.25,8.6
1503,Dani de Wit,75,77,183.0,76.0,1,2409,26.0,12,6,3.0,3.0,10.5,295,1,75,68,71,73,92,80,83,66,76,77,61,79,76,66,94,83,68,52,58,82,84,79,77,74,55,52,66,67,14,14,8,7,11,71.5,79.0,72.0,71.85714285714286,69.25,10.8
1504,Julian Chabot,75,79,195.0,85.0,0,1586,26.0,61,8,2.0,2.0,22.0,1578,3,52,47,69,76,89,69,23,78,35,64,33,55,48,33,55,90,33,62,34,68,75,44,21,23,31,30,38,36,8,9,13,7,7,49.5,59.66666666666666,45.333333333333336,53.57142857142857,37.25,8.8
1505,Óscar,75,80,174.0,67.0,1,3450,26.0,239,2,3.0,3.0,22.5,280,2,78,77,48,62,48,76,75,70,78,74,66,79,77,58,58,56,70,56,64,54,45,72,76,82,78,86,57,65,11,12,7,9,7,77.5,70.16666666666667,74.0,59.42857142857143,70.125,9.2
1506,Emmanuel Dennis,75,79,175.0,66.0,1,4799,26.0,681,7,3.0,4.0,55.0,179,3,74,75,27,45,68,76,72,13,54,69,67,65,58,84,64,70,78,85,87,85,75,81,76,68,62,62,56,69,11,13,7,11,13,74.5,58.66666666666666,63.333333333333336,79.0,68.625,11.0
1507,Ermedin Demirović,75,78,185.0,84.0,1,3919,26.0,362,2,3.0,3.0,24.0,1250,3,78,77,42,39,76,77,77,36,73,73,68,74,64,69,71,76,72,74,70,77,68,83,77,68,73,43,65,74,7,9,8,9,6,77.5,68.66666666666667,68.66666666666667,72.71428571428571,68.875,7.8
1508,Krépin Diatta,75,80,175.0,69.0,1,1838,25.0,496,2,4.0,4.0,36.0,868,2,75,79,50,32,57,70,69,48,69,70,66,68,64,90,84,61,76,91,89,78,62,73,68,72,62,58,59,68,11,10,8,11,12,77.0,63.833333333333336,66.0,81.28571428571429,65.25,10.4
